date,ville,annee,marque,modele,couleur,km,vin,prix
2026-04-01,Montréal,2024,Ram,2500 Laramie Crew Cab Std Bed,GRAY,44340,3C6UR5FL7RG146286,68000
2026-03-04,Montréal,2025,Ram,2500 Big Horn Crew Cab Std Bed,White,1,3C63R5DL5SG561420,71000
2026-03-04,Montréal,2025,Ram,2500 Big Horn Crew Cab Std Bed,Black,1,3C63R5DL0SG561454,72500
2026-03-04,Montréal,2025,Ram,2500 Big Horn Crew Cab Std Bed,Gray,1,3C63R5DLXSG503710,73900
2026-03-04,Montréal,2025,Ram,2500 Big Horn Crew Cab Std Bed,White,43,3C6UR5DJ4SG572699,59200
2026-03-04,Montréal,2025,Ram,2500 Big Horn Crew Cab Std Bed,White,45,3C6UR5DL6SG561530,74200
2026-03-04,Montréal,2025,Ram,2500 Big Horn Crew Cab Std Bed,Gray,49,3C6UR5DJ5SG572078,60250
2026-03-04,Montréal,2025,Ram,2500 Big Horn Crew Cab Std Bed,Gray,56,3C6UR5DLXSG561501,75100
2026-03-11,Montréal,2025,Ram,2500 Big Horn Crew Cab Std Bed,White,38,3C6UR5DJXSG571802,57600
2026-03-11,Montréal,2025,Ram,2500 Big Horn Crew Cab Std Bed,White,46,3C6UR5DJ4SG573433,63000
2026-03-04,Montréal,2025,Ram,2500 Rebel Crew Cab Std Bed,Black,69,3C6UR5EL8SG506950,87600
2026-04-01,Montréal,2020,Ram,3500 Limited Crew Cab Long Bed,GRAY,160314,3C63R3RL3LG261292,46000
2026-02-25,Montréal,2021,RAM,3500 Big Horn Crew Cab Long Bed,Gray,104363,3C63R3HL5MG688590,43000
2026-03-25,Montréal,2024,Ram,3500 Big Horn Crew Cab Std Bed,SILVER,15141,3C63R3DJ1RG414217,51400
2026-04-01,Montréal,2024,Ram,3500 Big Horn Crew Cab Std Bed,GRAY,22950,3C63R3DJ4RG414230,52000
2026-03-04,Montréal,2025,Ram,3500 Big Horn Crew Cab Long Bed,Gray,53,3C63R3HL7SG574801,77400
2026-03-04,Montréal,2025,Ram,3500 Big Horn Crew Cab Std Bed,Black,60,3C63R3DL4SG561901,73500
2026-03-04,Montréal,2025,Ram,3500 Big Horn Crew Cab Std Bed,White,1,3C63R3DL8SG561903,74250
2026-03-04,Montréal,2025,Ram,3500 Big Horn Crew Cab Std Bed,Black,39,3C63R3DL2SG561914,76100
2026-03-04,Montréal,2025,Ram,3500 Tradesman Crew Cab Std Bed,Black,44,3C6UR5CL6SG563344,67600
2026-04-01,Montréal,2015,Ram,Cargo Van 119Po Wb,White,171612,2C4JRGAG9FR563593,3200
2026-03-26,Québec,2015,Ram,Promaster Cargo Van,WHITE,207480,3C6TRVND7FE508159,5300
2026-03-19,Québec,2016,Ram,ProMaster Cargo Van 2500 High Roof 136po WB,WHITE,133065,3C6TRVCG5GE129322,12600
2026-03-05,Québec,2016,Ram,ProMaster City Wagon SLT,White,112672,ZFBERFDTXG6B69507,8400
2026-03-04,Montréal,2017,Ram,Promaster 3500 Low Roof 159po WB,White,214312,3C7WRVLG8HE507157,9800
2026-03-25,Montréal,2017,Ram,Promaster Cargo Van 2500 High Roof 136Po Wb,WHITE,215281,3C6TRVCG6HE544103,9600
2026-03-05,Québec,2017,Ram,ProMaster City Wagon ST,White,233926,ZFBERFCB9H6G92317,2000
2026-02-26,Québec,2019,Ram,Promaster Cargo Van 1500 Low Roof 136po WB,White,168612,3C6TRVAG6KE546301,6400
2026-03-04,Montréal,2021,Ram,Promaster Cargo Van 3500 High Roof Ext 159po WB,Gray,59313,3C6MRVJG1ME564468,21400
2026-03-04,Montréal,2021,Ram,Promaster Cargo Van 3500 High Roof Ext 159po WB,Gray,75953,3C6MRVJG1ME573266,20300
2026-03-04,Montréal,2021,Ram,Promaster Cargo Van 3500 High Roof Ext 159po WB,Gray,58068,3C6MRVJGXME573251,21200
2026-03-04,Montréal,2021,Ram,Promaster Cargo Van 3500 High Roof Ext 159po WB,Gray,81880,3C6MRVJGXME558197,19800
2026-03-04,Montréal,2021,Ram,Promaster Cargo Van 3500 High Roof Ext 159po WB,Gray,93354,3C6MRVJG7ME564491,22500
2026-03-04,Montréal,2021,Ram,Promaster Cargo Van 3500 High Roof Ext 159po WB,Gray,75283,3C6MRVJG9ME573239,20600
2026-03-18,Montréal,2021,Ram,ProMaster Cargo Van,Gray,54670,3C6MRVJG3ME573284,18600
2026-04-01,Montréal,2021,Ram,Promaster Cargo Van 3500 High Roof Ext 159Po Wb,GRAY,67985,3C6MRVJGXME573248,18000
2026-03-04,Montréal,2021,Ram,Promaster City Cargo Van SLT,Gray,70240,ZFBHRFDB5M6V64613,23750
2026-03-04,Montréal,2022,Ram,Promaster Cargo Van,Gray,37323,3C6MRVJG5NE122035,27900
2026-03-04,Montréal,2022,Ram,Promaster Cargo Van 3500 High Roof Ext 159po WB,White,58201,3C6MRVJG6NE137191,33400
2026-03-04,Montréal,2022,Ram,Promaster Cargo Van 3500 High Roof Ext 159po WB,Gray,72509,3C6MRVJG0NE120452,23600
2026-03-18,Montréal,2022,Ram,ProMaster Cargo Van 3500 High Roof Ext 159po WB,Gray,78666,3C6MRVJG9NE120451,22600
2026-03-18,Montréal,2022,Ram,ProMaster Cargo Van 3500 High Roof Ext 159po WB,Gray,23825,3C6MRVJG6NE122111,32600
2026-03-25,Montréal,2024,Ram,Promaster Cargo Van Tradesman,White,45,3C6LRVDGXRE137658,47700
2026-03-04,Montréal,2025,Ram,Promaster Cargo Van Tradesman,White,51,3C6MRVJG0SE555466,46750
2026-03-04,Montréal,2025,Ram,Promaster Cargo Van Tradesman,White,47,3C6LRVDG7SE554984,46600
2026-03-04,Montréal,2025,Ram,Promaster Cargo Van Tradesman,White,57,3C6MRVJG7SE555416,46400
2026-03-04,Montréal,2025,Ram,Promaster Cargo Van Tradesman,White,47,3C6MRVJG4SE555468,46200
2026-03-04,Montréal,2025,Ram,Promaster Cargo Van Tradesman,White,42,3C6LRVDG1SE554981,46800
2026-03-04,Montréal,2025,Ram,Promaster Cargo Van Tradesman,White,36,3C6LRVBG0SE565277,44600
2026-03-04,Montréal,2025,Ram,Promaster Cargo Van Tradesman,White,59,3C6LRVDG5SE541845,44600
2026-03-04,Montréal,2025,Ram,Promaster Cargo Van Tradesman,White,46,3C6LRVDG2SE553094,44800
2026-03-04,Montréal,2025,Ram,Promaster Cargo Van Tradesman,White,36,3C6MRVJG9SE555434,46200
2026-03-04,Montréal,2025,Ram,Promaster Cargo Van Tradesman,White,43,3C6MRVJG8SE555473,45000
2026-03-11,Montréal,2025,Ram,Promaster Cargo Van Tradesman,WHITE,44,3C6LRVDGXSE554980,48000
2026-03-11,Montréal,2025,Ram,Promaster Cargo Van Tradesman,WHITE,51,3C6LRVAG6SE550641,45000
2026-03-11,Montréal,2025,Ram,Promaster Cargo Van Tradesman,WHITE,49,3C6MRVJG7SE555481,49000
2026-03-11,Montréal,2025,Ram,Promaster Cargo Van Tradesman,WHITE,47,3C6LRVBG7SE551828,47600
2026-03-11,Montréal,2025,Ram,Promaster Cargo Van Tradesman,White,37,3C6LRVAG4SE551836,45400
2026-03-11,Montréal,2025,Ram,Promaster Cargo Van Tradesman,WHITE,54,3C6MRVJG8SE543887,49800
2026-03-11,Montréal,2025,Ram,Promaster Cargo Van Tradesman,White,50,3C6MRVJG7SE543878,49200
2026-03-11,Montréal,2016,Scion,iM 4DR HB CVT,Silver,107236,JTNKARJE5GJ508923,7400
2026-03-26,Québec,2021,Subaru,Ascent Limited,White,101364,4S4WMAPD5M3437697,27000
2026-03-19,Québec,2023,Subaru,Ascent Onyx,Black,75733,4S4WMAHDXP3430554,36000
2026-04-01,Montréal,2023,Subaru,Ascent Touring,Blue,111818,4S4WMADD2P3445846,27800
2026-04-01,Montréal,2023,Subaru,Ascent Touring,Blue,85361,4S4WMAFD6P3436418,29600
2026-04-01,Montréal,2023,Subaru,Ascent Touring,Blue,89276,4S4WMAFD0P3456566,28400
2026-03-18,Montréal,2023,Subaru,BRZ Auto,White,36556,JF1ZDBC13P8706344,26600
2026-03-25,Montréal,2017,Subaru,Crosstrek Sport,,,NOVIN-7A8A7EF8CB,6500
2026-03-19,Québec,2018,Subaru,Crosstrek Convenience,Gray,175977,JF2GTAAC3JH280005,9300
2026-03-25,Montréal,2018,Subaru,Crosstrek Sport,,130406,NOVIN-C114A9AD8C,14100
2026-03-18,Montréal,2021,Subaru,Crosstrek Convenience,White,76421,JF2GTABC2M8326636,18500
2026-03-18,Montréal,2021,Subaru,Crosstrek Outdoor,Black,114023,JF2GTHSC0MH300061,19200
2026-03-25,Montréal,2021,Subaru,Crosstrek Outdoor,,64829,NOVIN-2BD38B3916,22500
2026-03-04,Montréal,2022,Subaru,Crosstrek Outdoor,Blue,44403,JF2GTHSCXNH241196,24800
2026-04-01,Montréal,2023,Subaru,Crosstrek Sport,White,72348,JF2GTHSC5PH322643,23300
2026-03-04,Montréal,2024,Subaru,Crosstrek Convenience,Black,148593,JF2GUABCXRH222173,16600
2026-03-04,Montréal,2024,Subaru,Crosstrek Convenience,Gray,12523,JF2GUABC9RH269968,27500
2026-03-04,Montréal,2024,Subaru,Crosstrek Convenience,Gray,17759,JF2GUABC8RH271257,28000
2026-02-25,Montréal,2024,Subaru,Crosstrek Convenience,White,31397,JF2GUABC8RH385632,23300
2026-03-11,Montréal,2024,Subaru,Crosstrek Convenience,Black,25397,JF2GUABC6RH278594,24000
2026-04-01,Montréal,2024,Subaru,Crosstrek Convenience,White,28399,JF2GUABC6RH365332,26800
2026-02-25,Montréal,2024,Subaru,Crosstrek Onyx,Blue,16924,JF2GUHFC5RH252362,25800
2026-04-01,Montréal,2024,Subaru,Crosstrek Onyx,White,29621,JF2GUHFC4RH258492,30200
2026-03-25,Montréal,2024,Subaru,Crosstrek Touring,,37971,NOVIN-14170F8308,25000
2026-03-25,Montréal,2024,Subaru,Crosstrek Touring,,48823,NOVIN-80FAB9B69C,26800
2026-03-05,Québec,2024,Subaru,Crosstrek Wilderness,Green,62482,4S4GUHU68R3723991,34200
2026-03-26,Québec,2025,Subaru,Crosstrek Wilderness,Gray,12511,4S4GUHU64S3726344,39800
2026-03-11,Montréal,2017,Subaru,Forester I Convenience,Silver,125754,JF2SJEDC1HH513232,12200
2026-03-25,Montréal,2021,Subaru,Forester,White,119713,JF2SKEDC2MH495914,18100
2026-03-18,Montréal,2021,Subaru,Forester 2.5I,Gray,123578,JF2SKEDC2MH503431,15100
2026-04-01,Montréal,2022,Subaru,Forester Convenience,Black,174229,JF2SKEDC9NH440796,13700
2026-02-25,Montréal,2023,Subaru,Forester,White,48429,JF2SKECC9PH467016,25500
2026-03-18,Montréal,2023,Subaru,Forester Touring,Black,149363,JF2SKEECXPH452604,17600
2026-03-25,Montréal,2023,Subaru,Forester Touring,Gray,136704,JF2SKEECXPH451274,25100
2026-03-11,Montréal,2024,Subaru,Forester,GREEN,15149,JF2SKEHC7RH469049,38800
2026-03-26,Québec,2025,Subaru,Forester Convenience,Green,30443,JF2SLDAC5SH468084,32000
2026-03-19,Québec,2025,Subaru,Forester Limited,Gray,21219,JF2SLDRC6SH524120,41000
2026-04-01,Montréal,2020,Subaru,Impreza Convenience,Blue,63777,4S3GTAB64L3701639,14400
2026-03-25,Montréal,2022,Subaru,Impreza Convenience,BLACK,126760,4S3GTAB68N3719046,12200
2026-03-19,Québec,2022,Subaru,Impreza Touring,Black,61048,4S3GTAC60N1718659,20100
2026-03-04,Montréal,2023,Subaru,Impreza Touring,White,43482,4S3GTAC63P1708811,20800
2026-03-11,Montréal,2024,Subaru,Impreza Convenience,Gray,19469,JF1GUABC1R8348622,24400
2026-03-25,Montréal,2024,Subaru,Impreza Convenience,,36106,NOVIN-BB55EEF67C,21600
2026-02-25,Montréal,2024,Subaru,Impreza RS,Black,39518,JF1GUHJC6R8219513,24900
2026-04-01,Montréal,2024,Subaru,Impreza Rs,Red,39940,JF1GUHJC0R8221807,26700
2026-03-04,Montréal,2024,Subaru,Impreza Sport-Tech,Red,7516,JF1GUHNC6R8329245,30100
2026-02-26,Québec,2024,Subaru,Impreza Touring,Black,51946,JF1GUAFC0R8230653,23800
2026-04-01,Montréal,2012,Subaru,Outback 2.5I W/Convenience Pkg,SILVER,218533,4S4BRGBCXC3207721,2500
2026-03-04,Montréal,2014,Subaru,Outback 2.5I Premium,Silver,301124,4S4BRGBC4E3274754,1300
2026-02-25,Montréal,2018,Subaru,Outback 2.5i,White,219472,4S4BSDACXJ3202519,5800
2026-02-25,Montréal,2018,Subaru,Outback Touring,Blue,158932,4S4BSDDC4J3384052,12200
2026-02-25,Montréal,2021,Subaru,Outback Convenience,Gray,85682,4S4BTDAC2M3139336,20000
2026-03-25,Montréal,2022,Subaru,Outback Convenience,Black,122938,4S4BTDAC9N3190169,19800
2026-04-01,Montréal,2022,Subaru,Outback Limited,Gray,124501,4S4BTDNC0N3205877,20800
2026-03-04,Montréal,2022,Subaru,Outback Premier XT,White,188517,4S4BTHPDXN3142137,15500
2026-03-04,Montréal,2022,Subaru,Outback Touring,Blue,142264,4S4BTDEC2N3169044,17600
2026-03-04,Montréal,2022,Subaru,Outback Wilderness,Blue,136172,4S4BTHTD6N3171060,24000
2026-03-04,Montréal,2022,Subaru,Outback Wilderness,White,103244,4S4BTHTD8N3192301,28200
2026-03-19,Québec,2023,Subaru,Outback Onyx,Gray,52036,4S4BTDKC6P3209391,30400
2026-02-25,Montréal,2024,Subaru,Outback Convenience,Blue,45398,4S4BTDAC0R3260745,27300
2026-03-19,Québec,2024,Subaru,Outback Limited,Brown,49794,4S4BTDNC2R3114034,35600
2026-03-04,Montréal,2024,Subaru,Outback Touring,Gray,69234,4S4BTDEC1R3254916,30600
2026-03-25,Montréal,2024,Subaru,Outback Touring,Blue,108845,4S4BTDEC8R3239877,27800
2026-03-05,Québec,2025,Subaru,Outback Limited XT,Green,33446,4S4BTHND6S3241469,42000
2026-02-26,Québec,2023,Subaru,Solterra AWD,Black,59762,JTMABABA6PA020414,22400
2026-03-26,Québec,2016,Subaru,Wrx 4Dr Sdn Man,White,166611,JF1VA1A6XG9812221,4500
2026-03-25,Montréal,2016,Subaru,Wrx W/Sport Pkg,White,185688,JF1VA1G60G9834008,6900
2026-03-11,Montréal,2018,Subaru,WRX Sport,Red,99547,JF1VA1D68J9838237,14800
2026-03-11,Montréal,2019,Subaru,WRX STI,Black,44441,JF1VA2T60K9801319,28000
2026-03-25,Montréal,2020,Subaru,Wrx,Red,114496,JF1VA1A63L9811163,15600
2026-03-04,Montréal,2023,Subaru,WRX Manual,Gray,16602,JF1VBAA65P9816321,25500
2026-03-04,Montréal,2023,Subaru,WRX Manual,Silver,32463,JF1VBAA60P9819918,26300
2026-03-04,Montréal,2023,Subaru,WRX Manual,Gray,18694,JF1VBAA69P9820128,27100
2026-03-04,Montréal,2023,Subaru,WRX Manual,Black,29743,JF1VBAF61P9823288,30800
2026-03-04,Montréal,2023,Subaru,WRX Manual,Gray,36978,JF1VBAA63P9811411,24400
2026-02-25,Montréal,2023,Subaru,WRX Manual,White,24778,JF1VBAA64P9820523,25600
2026-02-25,Montréal,2023,Subaru,WRX Manual,Gray,40019,JF1VBAA64P9820599,25800
2026-02-25,Montréal,2023,Subaru,WRX Manual,Black,19175,JF1VBAA62P9820407,24400
2026-03-11,Montréal,2023,Subaru,WRX Manual,Gray,40773,JF1VBAA69P9820369,22400
2026-03-11,Montréal,2023,Subaru,WRX Manual,Black,31156,JF1VBAA65P9820014,25100
2026-03-11,Montréal,2023,Subaru,WRX Manual,White,40689,JF1VBAA67P9822993,25000
2026-03-11,Montréal,2023,Subaru,WRX Manual,Gray,32722,JF1VBAA63P9823316,25500
2026-03-11,Montréal,2023,Subaru,WRX Manual,Black,28811,JF1VBAA60P9817117,24500
2026-03-25,Montréal,2023,Subaru,Wrx Manual,,37389,NOVIN-07ADEC1CB9,25600
2026-03-25,Montréal,2023,Subaru,Wrx Manual,,35611,NOVIN-F099A85301,26400
2026-03-25,Montréal,2023,Subaru,Wrx Manual,,47823,NOVIN-0CFB0A9BC9,25300
2026-03-25,Montréal,2023,Subaru,Wrx Manual,,63485,NOVIN-E53A9AE0A6,23800
2026-04-01,Montréal,2023,Subaru,Wrx Manual,Black,37020,JF1VBAA66P9821110,27800
2026-04-01,Montréal,2023,Subaru,Wrx Manual,Gray,20620,JF1VBAA68P9822484,27700
2026-04-01,Montréal,2023,Subaru,Wrx Manual,Gray,15180,JF1VBAA6XP9821112,28400
2026-03-11,Montréal,2023,Subaru,WRX Premium,Black,13968,JF1VBAH66P8805775,30600
2026-03-04,Montréal,2023,Subaru,WRX Sport,Red,36036,JF1VBAF60P9820009,31100
2026-03-04,Montréal,2023,Subaru,WRX Sport,Gray,23569,JF1VBAF65P9823780,28800
2026-02-25,Montréal,2023,Subaru,WRX Sport,Black,30134,JF1VBAF62P9820187,28200
2026-03-11,Montréal,2023,Subaru,WRX Sport,Gray,19026,JF1VBAF65P9821155,29200
2026-03-18,Montréal,2023,Subaru,WRX Sport,Black,34624,JF1VBAH6XP8820943,30600
2026-03-25,Montréal,2023,Subaru,Wrx Sport,,32697,NOVIN-D08DC38299,28800
2026-04-01,Montréal,2023,Subaru,Wrx Sport-Tech,Blue,44586,JF1VBAL68P9800272,26600
2026-03-04,Montréal,2024,Subaru,WRX Manual,White,23810,JF1VBAB64R9802346,30400
2026-03-25,Montréal,2024,Subaru,Wrx Manual,,28136,NOVIN-F8AF12CD5B,28700
2026-03-11,Montréal,2013,Subaru,XV Crosstrek 2.0I W/Limited PKG,White,215103,JF2GPAKC1DH205035,3200
2026-03-18,Montréal,2013,Subaru,XV Crosstrek 2.0i W/Limited Pkg,Silver,197543,JF2GPAKC8D2872008,4900
2026-03-26,Québec,2015,Tesla,Model S 85D,Red,204028,5YJSA1E27FF114304,8800
2026-03-26,Québec,2015,Tesla,Model S 90D,Other,240126,5YJSA1E22FF101797,7700
2026-04-01,Montréal,2016,Tesla,Model X 90D,Black,200093,5YJXCBE2XGF025544,16700
2026-02-26,Québec,2017,Tesla,Model S 75D,Silver,150613,5YJSA1E28HF176345,14900
2026-04-01,Montréal,2017,Tesla,Model S Long Range Awd,BLUE,198944,5YJSA1E24HF214489,13800
2026-03-11,Montréal,2018,Tesla,Model 3 Performance Upgrades,BLACK,78274,5YJ3E1EB0JF107759,15700
2026-03-18,Montréal,2018,Tesla,Model 3 Long Range AWD,RED,145363,5YJ3E1EB8JF111025,14500
2026-03-26,Québec,2018,Tesla,Model 3 Long Range Awd,GRAY,141721,5YJ3E1EB1JF107382,13600
2026-04-01,Montréal,2018,Tesla,Model 3 Long Range Awd,BLACK,85100,5YJ3E1EB8JF110229,14400
2026-04-01,Montréal,2018,Tesla,Model 3 Long Range Rwd,BLACK,332359,5YJ3E1EA6JF028331,5800
2026-03-18,Montréal,2018,Tesla,Model S 75D,Gray,114711,5YJSA1E24JF246039,20400
2026-03-18,Montréal,2018,Tesla,Model S 75D,Blue,96772,5YJSA1E29JF264245,23200
2026-02-26,Québec,2018,Tesla,Model X 90D,Blue,174668,5YJXCAE20JF118249,19500
2026-03-05,Québec,2019,Tesla,Model 3 Long Range AWD,Blue,112830,5YJ3E1EB8KF366131,16300
2026-03-05,Québec,2019,Tesla,Model 3 Long Range RWD,Red,140244,5YJ3E1EA8KF332116,13500
2026-02-26,Québec,2019,Tesla,Model 3 Standard Range Plus RWD,Black,98168,5YJ3E1EA8KF403167,16600
2026-03-18,Montréal,2019,Tesla,Model 3 Long Range,White,63007,5YJ3E1EB8KF492814,19200
2026-03-19,Québec,2019,Tesla,Model 3 Long Range AWD,GRAY,134398,5YJ3E1EB6KF214171,12600
2026-03-25,Montréal,2019,Tesla,Model 3 Standard Range Plus,Black,133172,5YJ3E1EAXKF324065,11500
2026-03-25,Montréal,2019,Tesla,Model 3 Standard Range Plus,Blue,123057,5YJ3E1EA6KF429198,16800
2026-03-25,Montréal,2019,Tesla,Model 3 Long Range Awd,BLACK,44433,5YJ3E1EB0KF251068,18700
2026-03-25,Montréal,2019,Tesla,Model 3 Standard Range Plus,BLACK,119337,5YJ3E1EA3KF410494,15100
2026-03-25,Montréal,2019,Tesla,Model 3 Standard Range Plus,White,147821,5YJ3E1EA5KF480384,14300
2026-04-01,Montréal,2019,Tesla,Model 3 Long Range Rwd,BLUE,170317,5YJ3E1EA1KF331955,11200
2026-03-05,Québec,2020,Tesla,Model 3 Standard Range Plus RWD,White,205262,5YJ3E1EA9LF734468,10700
2026-03-18,Montréal,2020,Tesla,Model 3 Standard Range Plus,White,152998,5YJ3E1EA8LF789672,17700
2026-03-18,Montréal,2020,Tesla,Model 3 Performance Upgrades,BLACK,94780,5YJ3E1EC4LF643531,23250
2026-03-18,Montréal,2020,Tesla,Model 3 Standard Range Plus,Gray,120757,5YJ3E1EA1LF697089,15900
2026-03-18,Montréal,2020,Tesla,Model 3 Standard Range Plus,Gray,91182,5YJ3E1EA0LF734231,17600
2026-03-18,Montréal,2020,Tesla,Model 3 Standard Range Plus,Blue,113578,5YJ3E1EA6LF715361,17800
2026-03-18,Montréal,2020,Tesla,Model 3 Standard Range Plus,White,123210,5YJ3E1EA1LF734433,15800
2026-03-18,Montréal,2020,Tesla,Model 3 Standard Range Plus,White,69834,5YJ3E1EA2LF786637,18800
2026-03-19,Québec,2020,Tesla,Model 3 Standard Range Plus,Gray,77541,5YJ3E1EA9LF734177,17300
2026-03-25,Montréal,2020,Tesla,Model 3 Standard Range Plus,Gray,109787,5YJ3E1EA6LF780002,16700
2026-03-25,Montréal,2020,Tesla,Model 3 Long Range All-Wheel Drive,WHITE,42891,5YJ3E1EBXLF626532,23400
2026-02-26,Québec,2020,Tesla,Model X Long Range Plus,Gray,156959,5YJXCDE24LF242741,28500
2026-03-11,Montréal,2020,Tesla,Model X Long Range AWD,BLACK,109631,5YJXCAE21LF217469,38200
2026-03-11,Montréal,2020,Tesla,Model Y Long Range AWD,BLACK,131244,5YJYGDEE4LF042753,23300
2026-03-18,Montréal,2020,Tesla,Model Y Long Range AWD,WHITE,140456,5YJYGDEE9LF045129,20500
2026-03-18,Montréal,2020,Tesla,Model Y Long Range AWD,BLUE,152061,5YJYGDEE4LF036807,20900
2026-03-18,Montréal,2020,Tesla,Model Y Long Range AWD,GRAY,80774,5YJYGDEE3LF045076,26250
2026-03-18,Montréal,2020,Tesla,Model Y Long Range AWD,WHITE,31979,5YJYGDEE7LF015935,33200
2026-03-18,Montréal,2020,Tesla,Model Y Long Range AWD,GRAY,120104,5YJYGDEE6LF015831,23250
2026-03-04,Montréal,2021,Tesla,Model 3 Standard Range Plus,White,148865,5YJ3E1EAXMF988790,13600
2026-03-11,Montréal,2021,Tesla,Model 3 Standard Range Plus,White,79648,5YJ3E1EA7MF091796,20400
2026-03-11,Montréal,2021,Tesla,Model 3 Standard Range Plus,White,89383,5YJ3E1EA6MF029127,20500
2026-03-11,Montréal,2021,Tesla,Model 3 Standard Range Plus Rear-Wheel D,BLACK,86663,5YJ3E1EAXMF985842,20900
2026-03-11,Montréal,2021,Tesla,Model 3 Standard Range Plus,White,45481,5YJ3E1EA5MF838439,22200
2026-03-11,Montréal,2021,Tesla,Model 3 Standard Range Plus,Blue,95259,5YJ3E1EAXMF842955,20500
2026-03-11,Montréal,2021,Tesla,Model 3 Standard Range Plus,Gray,90793,5YJ3E1EA7MF962485,21000
2026-03-18,Montréal,2021,Tesla,Model 3 Standard Range Plus,White,51059,5YJ3E1EA8MF089068,23500
2026-03-18,Montréal,2021,Tesla,Model 3 Standard Range Plus,White,106179,5YJ3E1EAXMF016476,20000
2026-03-18,Montréal,2021,Tesla,Model 3 Standard Range Plus,Red,129933,5YJ3E1EA8MF838435,16500
2026-03-18,Montréal,2021,Tesla,Model 3 Standard Range Plus,Red,110290,5YJ3E1EA3MF982765,16800
2026-03-18,Montréal,2021,Tesla,Model 3 Standard Range Plus,White,141473,5YJ3E1EA5MF848565,18000
2026-03-18,Montréal,2021,Tesla,Model 3 Standard Range Plus,White,61656,5YJ3E1EA6MF978743,21500
2026-03-18,Montréal,2021,Tesla,Model 3 Standard Range Plus,White,25802,5YJ3E1EA5MF029670,24400
2026-03-18,Montréal,2021,Tesla,Model 3 Standard Range Plus,Black,96341,5YJ3E1EA9MF962441,19700
2026-03-18,Montréal,2021,Tesla,Model 3 Standard Range Plus,White,109203,5YJ3E1EA5MF848596,19400
2026-03-18,Montréal,2021,Tesla,Model 3 Standard Range Plus,BLACK,97135,5YJ3E1EA7MF963166,16400
2026-03-18,Montréal,2021,Tesla,Model 3 Standard Range Plus,Black,197723,5YJ3E1EA2MF989397,15000
2026-03-18,Montréal,2021,Tesla,Model 3 Standard Range Plus,WHITE,35051,5YJ3E1EA8MF092939,24100
2026-03-18,Montréal,2021,Tesla,Model 3 Standard Range Plus,Gray,50064,5YJ3E1EA0MF977538,22750
2026-03-18,Montréal,2021,Tesla,Model 3 Standard Range Plus,Blue,193056,5YJ3E1EA6MF838272,13400
2026-03-19,Québec,2021,Tesla,Model 3 Standard Range Plus,Black,97533,5YJ3E1EA2MF981641,18000
2026-03-19,Québec,2021,Tesla,Model 3 Standard Range Plus,White,45472,5YJ3E1EA5MF092428,22200
2026-03-25,Montréal,2021,Tesla,Model 3 Standard Range Plus,GRAY,132216,5YJ3E1EA3MF987738,15900
2026-03-25,Montréal,2021,Tesla,Model 3 Standard Range Plus,Black,89017,5YJ3E1EA2MF963155,21100
2026-03-25,Montréal,2021,Tesla,Model 3 Standard Range Plus,Black,146440,5YJ3E1EA4MF021267,12500
2026-03-25,Montréal,2021,Tesla,Model 3 Standard Range Plus,White,73021,5YJ3E1EA0MF085919,22700
2026-03-25,Montréal,2021,Tesla,Model 3 Standard Range Plus,White,74697,5YJ3E1EA7MF027015,21100
2026-03-25,Montréal,2021,Tesla,Model 3 Standard Range Plus,Blue,68907,5YJ3E1EA7MF028200,22000
2026-03-25,Montréal,2021,Tesla,Model 3 Standard Range Plus,Black,92199,5YJ3E1EA2MF016956,19200
2026-03-25,Montréal,2021,Tesla,Model 3 Standard Range Plus,BLACK,98729,5YJ3E1EA8MF985838,18000
2026-03-25,Montréal,2021,Tesla,Model 3 Standard Range Plus,White,99021,5YJ3E1EA6MF025594,20100
2026-03-25,Montréal,2021,Tesla,Model 3 Standard Range Plus Rear-Wheel D,WHITE,40812,5YJ3E1EA5MF091019,21100
2026-04-01,Montréal,2021,Tesla,Model 3 Standard Range Plus,White,98022,5YJ3E1EA7MF920401,17400
2026-04-01,Montréal,2021,Tesla,Model 3 Standard Range Plus,White,69547,5YJ3E1EA8MF918849,18100
2026-04-01,Montréal,2021,Tesla,Model 3 Long Range All-Wheel Drive,WHITE,74560,5YJ3E1EB8MF061960,27500
2026-03-18,Montréal,2021,Tesla,Model S Long Range Palladium,WHITE,46258,5YJSA1E54MF442318,54600
2026-03-05,Québec,2021,Tesla,Model Y Long Range AWD,Blue,134445,5YJYGDEE7MF134764,21000
2026-03-11,Montréal,2021,Tesla,Model Y Long Range All-Wheel Drive,WHITE,128389,5YJYGAEE9MF189585,28500
2026-03-11,Montréal,2021,Tesla,Model Y Long Range AWD,BLUE,78229,5YJYGDEE7MF064599,30400
2026-03-18,Montréal,2021,Tesla,Model Y Standard Range RWD,BLUE,69284,5YJYGDED0MF121216,30400
2026-03-18,Montréal,2021,Tesla,Model Y Long Range All-Wheel Drive,BLACK,73236,5YJYGAEE1MF306642,33000
2026-03-18,Montréal,2021,Tesla,Model Y Long Range All-Wheel Drive,BLUE,78456,5YJYGAEE6MF183291,30250
2026-03-18,Montréal,2021,Tesla,Model Y Performance,White,62832,5YJYGDEF2MF202154,33200
